town_low,town_high,distance_mi,rank,category,uni_pct,school_to_school
Beverly,Swampscott,6.252890130243487,45,uni_pct_high,77.5,Beverly-Swampscott
Lynn,Lynnfield,6.268752525050366,46,uni_pct_high,85.4,Lynn-Lynnfield
Peabody,Saugus,6.286835159897371,47,uni_pct_high,63.0,Peabody-Saugus
Beverly,Middleton,6.352256480398708,48,uni_pct_high,88.3,Beverly-Middleton
Peabody,Marblehead,6.446932447408488,49,uni_pct_high,79.1,Peabody-Marblehead
Salem,Saugus,6.465266029224285,50,uni_pct_high,63.0,Salem-Saugus
Hamilton,Middleton,6.512709111452249,51,uni_pct_high,88.3,Hamilton-Middleton
Salem,Lynnfield,6.587860172732203,52,uni_pct_high,85.4,Salem-Lynnfield
Lynnfield,Boxford,6.601916701304433,53,uni_pct_high,88.3,Lynnfield-Boxford
Merrimac,Newburyport,6.769292675011802,54,uni_pct_high,81.5,Merrimac-Newburyport
Georgetown,North Andover,6.802750263821978,55,uni_pct_high,83.0,Georgetown-North Andover
Lynn,Beverly,6.870577048901468,56,uni_pct_high,75.1,Lynn-Beverly
Georgetown,Boxford,6.878720081064147,57,uni_pct_high,88.3,Georgetown-Boxford
Lawrence,Haverhill,6.909402253317068,58,uni_pct_high,56.9,Lawrence-Haverhill
Danvers,Marblehead,6.956299833777334,59,uni_pct_high,79.1,Danvers-Marblehead
Swampscott,Lynnfield,7.077581548126293,60,uni_pct_high,85.4,Swampscott-Lynnfield
Danvers,Swampscott,7.138617286692019,61,uni_pct_high,77.5,Danvers-Swampscott
Ipswich,Georgetown,7.303851120504134,62,uni_pct_high,82.6,Ipswich-Georgetown
Lynn,Danvers,7.307373189110715,63,uni_pct_high,70.9,Lynn-Danvers
Newbury,Amesbury,7.5010648416583505,64,uni_pct_high,67.5,Newbury-Amesbury
Haverhill,Georgetown,7.509617320152967,65,uni_pct_high,82.6,Haverhill-Georgetown
Ipswich,Middleton,7.724247814786984,66,uni_pct_high,88.3,Ipswich-Middleton
Merrimac,North Andover,7.740175664835019,67,uni_pct_high,83.0,Merrimac-North Andover
Beverly,Lynnfield,7.932323713286167,68,uni_pct_high,85.4,Beverly-Lynnfield
Newburyport,Georgetown,7.985919998287651,69,uni_pct_high,82.6,Newburyport-Georgetown
Saugus,Marblehead,8.109540994969315,70,uni_pct_high,79.1,Saugus-Marblehead
Marblehead,Manchester,8.114360343705243,71,uni_pct_high,83.0,Marblehead-Manchester
Lawrence,Georgetown,8.367780755084983,72,uni_pct_high,82.6,Lawrence-Georgetown
Danvers,Manchester,8.406932757250539,73,uni_pct_high,83.0,Danvers-Manchester
Ipswich,Danvers,8.419675912179603,74,uni_pct_high,70.9,Ipswich-Danvers
Ipswich,Manchester,8.526754212020727,75,uni_pct_high,83.0,Ipswich-Manchester
Peabody,Hamilton,8.6667657317385,76,uni_pct_high,81.5,Peabody-Hamilton
Ipswich,Beverly,8.687484950177778,77,uni_pct_high,75.1,Ipswich-Beverly
Newbury,Hamilton,8.708197936264018,78,uni_pct_high,81.5,Newbury-Hamilton
Methuen,Groveland,8.742235481874381,79,uni_pct_high,80.2,Methuen-Groveland
Rowley,Topsfield,8.781965738283064,80,uni_pct_high,88.3,Rowley-Topsfield
Gloucester,Hamilton,8.789220302849722,81,uni_pct_high,81.5,Gloucester-Hamilton
Ipswich,Newburyport,8.794455982710373,82,uni_pct_high,81.5,Ipswich-Newburyport
Salem,Middleton,8.816292246351624,83,uni_pct_high,88.3,Salem-Middleton
North Andover,Middleton,8.861898890882394,84,uni_pct_high,88.3,North Andover-Middleton
Marblehead,Lynnfield,8.946003625179499,85,uni_pct_high,85.4,Marblehead-Lynnfield
Amesbury,Georgetown,9.053987393332404,86,uni_pct_high,82.6,Amesbury-Georgetown
Salem,Hamilton,9.056235129047684,87,uni_pct_high,81.5,Salem-Hamilton
Salem,Manchester,9.064067512897635,88,uni_pct_high,83.0,Salem-Manchester
Lawrence,Groveland,9.218136735579188,89,uni_pct_high,80.2,Lawrence-Groveland
Haverhill,Andover,9.313462010627669,90,uni_pct_high,81.1,Haverhill-Andover
Rockport,Manchester,9.32182162171862,91,uni_pct_high,83.0,Rockport-Manchester
Andover,Boxford,9.39963004524344,92,uni_pct_high,88.3,Andover-Boxford
Methuen,Georgetown,9.416447742331538,93,uni_pct_high,82.6,Methuen-Georgetown
Haverhill,Amesbury,9.432995428782732,94,uni_pct_high,67.5,Haverhill-Amesbury
Marblehead,Hamilton,9.476531826064932,95,uni_pct_high,81.5,Marblehead-Hamilton
Saugus,Danvers,9.57372625400376,96,uni_pct_high,70.9,Saugus-Danvers
Hamilton,Georgetown,9.644274943153622,97,uni_pct_high,82.6,Hamilton-Georgetown
Lawrence,Middleton,9.746248479830118,98,uni_pct_high,88.3,Lawrence-Middleton
Andover,Georgetown,9.747505053932809,99,uni_pct_high,82.6,Andover-Georgetown
Haverhill,Salisbury,10.109357689480698,100,uni_pct_high,67.2,Haverhill-Salisbury
Saugus,Beverly,10.167938912426532,101,uni_pct_high,75.1,Saugus-Beverly
Danvers,Georgetown,10.201636133036132,102,uni_pct_high,82.6,Danvers-Georgetown
Andover,Lynnfield,10.264085646401904,103,uni_pct_high,85.4,Andover-Lynnfield
Gloucester,Ipswich,10.286158546833445,104,uni_pct_high,69.9,Gloucester-Ipswich
Lynn,Boxford,10.36432465025636,105,uni_pct_high,88.3,Lynn-Boxford
Swampscott,Topsfield,10.457407210268777,106,uni_pct_high,88.3,Swampscott-Topsfield
Ipswich,Groveland,10.50318592490948,107,uni_pct_high,80.2,Ipswich-Groveland
Rowley,North Andover,10.595961011815945,108,uni_pct_high,83.0,Rowley-North Andover
Swampscott,Manchester,10.59850211551116,109,uni_pct_high,83.0,Swampscott-Manchester
Marblehead,Topsfield,10.634881963318213,110,uni_pct_high,88.3,Marblehead-Topsfield
Peabody,Manchester,10.89742855278487,111,uni_pct_high,83.0,Peabody-Manchester
Gloucester,Beverly,10.9558361024831,112,uni_pct_high,75.1,Gloucester-Beverly
Swampscott,Hamilton,10.979043471364784,113,uni_pct_high,81.5,Swampscott-Hamilton
Manchester,Boxford,11.062451325444878,114,uni_pct_high,88.3,Manchester-Boxford
Merrimac,Middleton,11.088968260199872,115,uni_pct_high,88.3,Merrimac-Middleton
Newbury,Danvers,11.227650685583374,116,uni_pct_high,70.9,Newbury-Danvers
Hamilton,Lynnfield,11.276499284588269,117,uni_pct_high,85.4,Hamilton-Lynnfield
Groveland,Andover,11.297377400068251,118,uni_pct_high,81.1,Groveland-Andover
Haverhill,Newburyport,11.334324255299892,119,uni_pct_high,81.5,Haverhill-Newburyport
Saugus,Boxford,11.577205900611634,120,uni_pct_high,88.3,Saugus-Boxford
Lynn,Hamilton,11.58051109203177,121,uni_pct_high,81.5,Lynn-Hamilton
Lynn,Manchester,11.605556675732252,122,uni_pct_high,83.0,Lynn-Manchester
Peabody,Ipswich,11.758579459620153,123,uni_pct_high,69.9,Peabody-Ipswich
North Andover,Lynnfield,11.938911532163392,124,uni_pct_high,85.4,North Andover-Lynnfield
Lawrence,Lynnfield,11.95438781934023,125,uni_pct_high,85.4,Lawrence-Lynnfield
Peabody,Andover,12.063527257128282,126,uni_pct_high,81.1,Peabody-Andover
Amesbury,Ipswich,12.148935466625495,127,uni_pct_high,69.9,Amesbury-Ipswich
Lawrence,Rowley,12.169708775426864,128,uni_pct_high,67.2,Lawrence-Rowley
Rockport,Hamilton,12.217801923766386,129,uni_pct_high,81.5,Rockport-Hamilton
Beverly,Georgetown,12.234465974400331,130,uni_pct_high,82.6,Beverly-Georgetown
Peabody,Georgetown,12.41794498133533,131,uni_pct_high,82.6,Peabody-Georgetown
Methuen,Topsfield,12.442101289657243,132,uni_pct_high,88.3,Methuen-Topsfield
Danvers,North Andover,12.472701117800066,133,uni_pct_high,83.0,Danvers-North Andover
Danvers,Andover,12.515988078045464,134,uni_pct_high,81.1,Danvers-Andover
Rockport,Ipswich,12.51727943650737,135,uni_pct_high,69.9,Rockport-Ipswich
Newbury,Beverly,12.52232559194136,136,uni_pct_high,75.1,Newbury-Beverly
Newburyport,Hamilton,12.895687904682754,137,uni_pct_high,81.5,Newburyport-Hamilton
Gloucester,Marblehead,12.899264511038684,138,uni_pct_high,79.1,Gloucester-Marblehead
Salem,Ipswich,12.964355516829128,139,uni_pct_high,69.9,Salem-Ipswich
Methuen,Newbury,12.969386349249572,140,uni_pct_high,67.2,Methuen-Newbury
Peabody,North Andover,12.983646178047747,141,uni_pct_high,83.0,Peabody-North Andover
Georgetown,Lynnfield,13.00013446141318,142,uni_pct_high,85.4,Georgetown-Lynnfield
Haverhill,Middleton,13.045684163488096,143,uni_pct_high,88.3,Haverhill-Middleton
Gloucester,Danvers,13.162132013870128,144,uni_pct_high,70.9,Gloucester-Danvers
Lawrence,Danvers,13.219430987655702,145,uni_pct_high,70.9,Lawrence-Danvers
Lawrence,Peabody,13.34602148618582,146,uni_pct_high,60.9,Lawrence-Peabody
Ipswich,North Andover,13.514457314090834,147,uni_pct_high,83.0,Ipswich-North Andover
Rowley,Andover,13.542872599968398,148,uni_pct_high,81.1,Rowley-Andover
Newbury,Manchester,13.555635495860168,149,uni_pct_high,83.0,Newbury-Manchester
Groveland,Hamilton,13.56794630071523,150,uni_pct_high,81.5,Groveland-Hamilton
Ipswich,Marblehead,13.58268546146308,151,uni_pct_high,79.1,Ipswich-Marblehead
Amesbury,North Andover,13.642329098655866,152,uni_pct_high,83.0,Amesbury-North Andover
Newburyport,Boxford,13.787627617280872,153,uni_pct_high,88.3,Newburyport-Boxford
Ipswich,Lynnfield,13.8728960493289,154,uni_pct_high,85.4,Ipswich-Lynnfield
Manchester,Lynnfield,13.902776957218602,155,uni_pct_high,85.4,Manchester-Lynnfield
Newburyport,North Andover,14.04076001068662,156,uni_pct_high,83.0,Newburyport-North Andover
Gloucester,Salem,14.081055789442749,157,uni_pct_high,50.2,Gloucester-Salem
Peabody,Newbury,14.101567271065784,158,uni_pct_high,67.2,Peabody-Newbury
Methuen,Amesbury,14.19260795563816,159,uni_pct_high,67.5,Methuen-Amesbury
Danvers,Merrimac,14.486994630142885,160,uni_pct_high,80.2,Danvers-Merrimac
Hamilton,North Andover,14.529339262337508,161,uni_pct_high,83.0,Hamilton-North Andover
Saugus,Hamilton,14.6134452953004,162,uni_pct_high,81.5,Saugus-Hamilton
Haverhill,Ipswich,14.669865718574146,163,uni_pct_high,69.9,Haverhill-Ipswich
Georgetown,Manchester,14.883813332484069,164,uni_pct_high,83.0,Georgetown-Manchester
Ipswich,Swampscott,14.900666267532348,165,uni_pct_high,77.5,Ipswich-Swampscott
Lawrence,Ipswich,14.938465774524616,166,uni_pct_high,69.9,Lawrence-Ipswich
Rockport,Beverly,15.074415061446627,167,uni_pct_high,75.1,Rockport-Beverly
Lawrence,Amesbury,15.087670934599409,168,uni_pct_high,67.5,Lawrence-Amesbury
Methuen,Lynnfield,15.14039062640831,169,uni_pct_high,85.4,Methuen-Lynnfield
Saugus,Andover,15.162806374607642,170,uni_pct_high,81.1,Saugus-Andover
Gloucester,Salisbury,15.183458969627928,171,uni_pct_high,67.2,Gloucester-Salisbury
Beverly,North Andover,15.202946214049929,172,uni_pct_high,83.0,Beverly-North Andover
Gloucester,Boxford,15.254370502270476,173,uni_pct_high,88.3,Gloucester-Boxford
Beverly,Andover,15.336875510225218,174,uni_pct_high,81.1,Beverly-Andover
Rowley,Lynnfield,15.362293556244408,175,uni_pct_high,85.4,Rowley-Lynnfield
Lynn,Ipswich,15.380850893825723,176,uni_pct_high,69.9,Lynn-Ipswich
Methuen,Newburyport,15.49621321495254,177,uni_pct_high,81.5,Methuen-Newburyport
Saugus,Manchester,15.506799112025297,178,uni_pct_high,83.0,Saugus-Manchester
Gloucester,Swampscott,15.517247717133625,179,uni_pct_high,77.5,Gloucester-Swampscott
Salem,Georgetown,15.519365983947756,180,uni_pct_high,82.6,Salem-Georgetown
Lawrence,Newburyport,15.606260090799044,181,uni_pct_high,81.5,Lawrence-Newburyport
Ipswich,Andover,15.619722899199228,182,uni_pct_high,81.1,Ipswich-Andover
Lawrence,Hamilton,15.70856348237175,183,uni_pct_high,81.5,Lawrence-Hamilton
Amesbury,Middleton,15.72378249702108,184,uni_pct_high,88.3,Amesbury-Middleton
Andover,Hamilton,15.758343218532286,185,uni_pct_high,81.5,Andover-Hamilton
Gloucester,Peabody,15.890522696154266,186,uni_pct_high,60.9,Gloucester-Peabody
Lawrence,Beverly,16.00590447862675,187,uni_pct_high,75.1,Lawrence-Beverly
Methuen,Danvers,16.053745356476842,188,uni_pct_high,70.9,Methuen-Danvers
Amesbury,Hamilton,16.097453923288366,189,uni_pct_high,81.5,Amesbury-Hamilton
Danvers,Newburyport,16.133658382863327,190,uni_pct_high,81.5,Danvers-Newburyport
Salem,Andover,16.204989390768823,191,uni_pct_high,81.1,Salem-Andover
Salem,Newbury,16.43744294243522,192,uni_pct_high,67.2,Salem-Newbury
Methuen,Peabody,16.439975632764526,193,uni_pct_high,60.9,Methuen-Peabody
Lynn,Andover,16.481500340819096,194,uni_pct_high,81.1,Lynn-Andover
Beverly,Groveland,16.495403844308367,195,uni_pct_high,80.2,Beverly-Groveland
Methuen,Ipswich,16.565586663887842,196,uni_pct_high,69.9,Methuen-Ipswich
Lynn,Gloucester,16.5739121803416,197,uni_pct_high,49.2,Lynn-Gloucester
Peabody,Groveland,16.58896113190994,198,uni_pct_high,80.2,Peabody-Groveland
Haverhill,Danvers,16.742845521517314,199,uni_pct_high,70.9,Haverhill-Danvers
Rockport,Newbury,16.829522160879524,200,uni_pct_high,67.2,Rockport-Newbury
Groveland,Lynnfield,16.880364255363606,201,uni_pct_high,85.4,Groveland-Lynnfield
Salem,North Andover,16.994939653374267,202,uni_pct_high,83.0,Salem-North Andover
Rockport,Danvers,17.068055413321378,203,uni_pct_high,70.9,Rockport-Danvers
Marblehead,Georgetown,17.078385759064822,204,uni_pct_high,82.6,Marblehead-Georgetown
Newburyport,Manchester,17.092291070744253,205,uni_pct_high,83.0,Newburyport-Manchester
Lawrence,Saugus,17.09637317499067,206,uni_pct_high,63.0,Lawrence-Saugus
Haverhill,Hamilton,17.117663719384304,207,uni_pct_high,81.5,Haverhill-Hamilton
Swampscott,Andover,17.159933115955244,208,uni_pct_high,81.1,Swampscott-Andover
Beverly,Newburyport,17.162864608528,209,uni_pct_high,81.5,Beverly-Newburyport
Amesbury,Andover,17.210854155649013,210,uni_pct_high,81.1,Amesbury-Andover
Rockport,Marblehead,17.214476041323557,211,uni_pct_high,79.1,Rockport-Marblehead
Lynn,Georgetown,17.229769197983277,212,uni_pct_high,82.6,Lynn-Georgetown
Saugus,North Andover,17.24339387979217,213,uni_pct_high,83.0,Saugus-North Andover
Swampscott,Georgetown,17.25751644148076,214,uni_pct_high,82.6,Swampscott-Georgetown
Andover,Newburyport,17.403607755179664,215,uni_pct_high,81.5,Andover-Newburyport
Gloucester,Newburyport,17.439456653732286,216,uni_pct_high,81.5,Gloucester-Newburyport
Lawrence,Salem,17.441359298529775,217,uni_pct_high,50.2,Lawrence-Salem
Gloucester,Georgetown,17.51726905403272,218,uni_pct_high,82.6,Gloucester-Georgetown
Haverhill,Lynnfield,17.549864906635467,219,uni_pct_high,85.4,Haverhill-Lynnfield
Salisbury,Marblehead,17.559301459631794,220,uni_pct_high,79.1,Salisbury-Marblehead
Lynn,North Andover,17.793342757604016,221,uni_pct_high,83.0,Lynn-North Andover
Rockport,Newburyport,17.911944205966048,222,uni_pct_high,81.5,Rockport-Newburyport
Methuen,Hamilton,17.956172618128836,223,uni_pct_high,81.5,Methuen-Hamilton
Saugus,Ipswich,17.993398810778938,224,uni_pct_high,69.9,Saugus-Ipswich
Lynn,Lawrence,18.016548938946595,225,uni_pct_high,45.7,Lynn-Lawrence
Haverhill,Peabody,18.069702789019665,226,uni_pct_high,60.9,Haverhill-Peabody
Swampscott,North Andover,18.268783059518945,227,uni_pct_high,83.0,Swampscott-North Andover
Saugus,Georgetown,18.28075555882961,228,uni_pct_high,82.6,Saugus-Georgetown
Newbury,Swampscott,18.31949668550949,229,uni_pct_high,77.5,Newbury-Swampscott
Salem,Rockport,18.37551040891196,230,uni_pct_high,66.7,Salem-Rockport
Marblehead,Andover,18.48502227795016,231,uni_pct_high,81.1,Marblehead-Andover
Lynn,Newbury,18.534331766607817,232,uni_pct_high,67.2,Lynn-Newbury
Lawrence,Swampscott,18.584554664701063,233,uni_pct_high,77.5,Lawrence-Swampscott
Amesbury,Danvers,18.594489097577085,234,uni_pct_high,70.9,Amesbury-Danvers
Groveland,Manchester,18.708926594679557,235,uni_pct_high,83.0,Groveland-Manchester
Rockport,Boxford,18.711609389647226,236,uni_pct_high,88.3,Rockport-Boxford
Methuen,Beverly,18.785638006009563,237,uni_pct_high,75.1,Methuen-Beverly
Gloucester,Lynnfield,18.87052226289195,238,uni_pct_high,85.4,Gloucester-Lynnfield
Peabody,Newburyport,19.090854751609864,239,uni_pct_high,81.5,Peabody-Newburyport
Marblehead,North Andover,19.10744090093772,240,uni_pct_high,83.0,Marblehead-North Andover
Haverhill,Beverly,19.17226391554763,241,uni_pct_high,75.1,Haverhill-Beverly
Manchester,North Andover,19.60006908182719,242,uni_pct_high,83.0,Manchester-North Andover
Lawrence,Marblehead,19.63388197068381,243,uni_pct_high,79.1,Lawrence-Marblehead
Rockport,Georgetown,19.77429283323797,244,uni_pct_high,82.6,Rockport-Georgetown
Salem,Merrimac,19.79855980776882,245,uni_pct_high,80.2,Salem-Merrimac
Rockport,Swampscott,19.832944954636584,246,uni_pct_high,77.5,Rockport-Swampscott
Peabody,Rockport,19.98039290805461,247,uni_pct_high,66.7,Peabody-Rockport
Amesbury,Beverly,20.02087689393048,248,uni_pct_high,75.1,Amesbury-Beverly
Methuen,Saugus,20.282260549932783,249,uni_pct_high,63.0,Methuen-Saugus
Saugus,Salisbury,20.307828831078293,250,uni_pct_high,67.2,Saugus-Salisbury
Newburyport,Lynnfield,20.356616448714604,251,uni_pct_high,85.4,Newburyport-Lynnfield
Andover,Manchester,20.460129563002276,252,uni_pct_high,83.0,Andover-Manchester
Salem,Methuen,20.498835495217957,253,uni_pct_high,60.0,Salem-Methuen
Gloucester,Saugus,20.54127361270812,254,uni_pct_high,63.0,Gloucester-Saugus
Amesbury,Manchester,20.6275022248012,255,uni_pct_high,83.0,Amesbury-Manchester
Lawrence,Manchester,20.681324564641606,256,uni_pct_high,83.0,Lawrence-Manchester
Gloucester,Merrimac,20.736345367951014,257,uni_pct_high,80.2,Gloucester-Merrimac
Lynn,Rockport,20.8839856108975,258,uni_pct_high,66.7,Lynn-Rockport
Lynn,Methuen,21.167875343829028,259,uni_pct_high,60.0,Lynn-Methuen
Peabody,Amesbury,21.238386179045992,260,uni_pct_high,67.5,Peabody-Amesbury
Salem,Newburyport,21.242177897894187,261,uni_pct_high,81.5,Salem-Newburyport
Gloucester,Amesbury,21.26372255824968,262,uni_pct_high,67.5,Gloucester-Amesbury
Marblehead,Groveland,21.36451126434109,263,uni_pct_high,80.2,Marblehead-Groveland
Lynn,Merrimac,21.4528307283514,264,uni_pct_high,80.2,Lynn-Merrimac
Swampscott,Groveland,21.51867720344836,265,uni_pct_high,80.2,Swampscott-Groveland
Methuen,Swampscott,21.70454772517829,266,uni_pct_high,77.5,Methuen-Swampscott
Rockport,Amesbury,21.77235614252541,267,uni_pct_high,67.5,Rockport-Amesbury
Salem,Haverhill,21.799231471755373,268,uni_pct_high,56.9,Salem-Haverhill
Amesbury,Lynnfield,22.042808363077896,269,uni_pct_high,85.4,Amesbury-Lynnfield
Marblehead,Newburyport,22.178447256449367,270,uni_pct_high,81.5,Marblehead-Newburyport
Saugus,Groveland,22.26165384218731,271,uni_pct_high,80.2,Saugus-Groveland
Haverhill,Manchester,22.36945438661742,272,uni_pct_high,83.0,Haverhill-Manchester
Rockport,Groveland,22.392578038158675,273,uni_pct_high,80.2,Rockport-Groveland
Methuen,Marblehead,22.64541588297923,274,uni_pct_high,79.1,Methuen-Marblehead
Rockport,Lynnfield,22.91466328343544,275,uni_pct_high,85.4,Rockport-Lynnfield
Haverhill,Saugus,22.955894710502044,276,uni_pct_high,63.0,Haverhill-Saugus
Lynn,Haverhill,23.0026220104014,277,uni_pct_high,56.9,Lynn-Haverhill
Methuen,Manchester,23.089600480819158,278,uni_pct_high,83.0,Methuen-Manchester
Swampscott,Newburyport,23.15133451011449,279,uni_pct_high,81.5,Swampscott-Newburyport
Gloucester,North Andover,23.172294105998617,280,uni_pct_high,83.0,Gloucester-North Andover
Haverhill,Swampscott,23.30482078720043,281,uni_pct_high,77.5,Haverhill-Swampscott
Lynn,Newburyport,23.432829441197484,282,uni_pct_high,81.5,Lynn-Newburyport
Haverhill,Marblehead,23.68056099428028,283,uni_pct_high,79.1,Haverhill-Marblehead
Salem,Amesbury,23.871491956767866,284,uni_pct_high,67.5,Salem-Amesbury
Lawrence,Gloucester,24.42470131212901,285,uni_pct_high,49.2,Lawrence-Gloucester
Gloucester,Andover,24.547384939302,286,uni_pct_high,81.1,Gloucester-Andover
Saugus,Rockport,24.827248081289227,287,uni_pct_high,66.7,Saugus-Rockport
Gloucester,Haverhill,24.95035273715314,288,uni_pct_high,56.9,Gloucester-Haverhill
Amesbury,Marblehead,25.056378726242865,289,uni_pct_high,79.1,Amesbury-Marblehead
Saugus,Newburyport,25.312493514949253,290,uni_pct_high,81.5,Saugus-Newburyport
Amesbury,Swampscott,25.72700610367984,291,uni_pct_high,77.5,Amesbury-Swampscott
Lynn,Amesbury,25.86689109358219,292,uni_pct_high,67.5,Lynn-Amesbury
Rockport,North Andover,25.970085084054105,293,uni_pct_high,83.0,Rockport-North Andover
Gloucester,Methuen,26.487426371561423,294,uni_pct_high,60.0,Gloucester-Methuen
Haverhill,Rockport,26.915489928836628,295,uni_pct_high,66.7,Haverhill-Rockport
Saugus,Amesbury,27.268306509975,296,uni_pct_high,67.5,Saugus-Amesbury
Lawrence,Rockport,27.33693396290136,297,uni_pct_high,66.7,Lawrence-Rockport
Rockport,Andover,27.740646256643792,298,uni_pct_high,81.1,Rockport-Andover
Methuen,Rockport,29.08233974307388,299,uni_pct_high,66.7,Methuen-Rockport
