town_low,town_high,distance_mi,rank,category,pct_graduated,school_to_school
Andover,Lynnfield,0.0,103,pct_graduated_low,95.2,Andover-Lynnfield
Gloucester,Ipswich,0.0,104,pct_graduated_low,83.7,Gloucester-Ipswich
Lynn,Boxford,0.0,105,pct_graduated_low,79.0,Lynn-Boxford
Swampscott,Topsfield,0.0,106,pct_graduated_low,95.7,Swampscott-Topsfield
Ipswich,Groveland,0.0,107,pct_graduated_low,90.8,Ipswich-Groveland
Rowley,North Andover,0.0,108,pct_graduated_low,89.5,Rowley-North Andover
Swampscott,Manchester,0.0,109,pct_graduated_low,95.7,Swampscott-Manchester
Marblehead,Topsfield,0.0,110,pct_graduated_low,95.1,Marblehead-Topsfield
Peabody,Manchester,0.0,111,pct_graduated_low,88.0,Peabody-Manchester
Gloucester,Beverly,0.0,112,pct_graduated_low,83.7,Gloucester-Beverly
Swampscott,Hamilton,0.0,113,pct_graduated_low,95.7,Swampscott-Hamilton
Boxford,Manchester,0.0,114,pct_graduated_low,95.9,Boxford-Manchester
Merrimac,Middleton,0.0,115,pct_graduated_low,94.7,Merrimac-Middleton
Newbury,Danvers,0.0,116,pct_graduated_low,89.5,Newbury-Danvers
Hamilton,Lynnfield,0.0,117,pct_graduated_low,97.2,Hamilton-Lynnfield
Groveland,Andover,0.0,118,pct_graduated_low,94.7,Groveland-Andover
Haverhill,Newburyport,0.0,119,pct_graduated_low,80.4,Haverhill-Newburyport
Saugus,Boxford,0.0,120,pct_graduated_low,87.7,Saugus-Boxford
Lynn,Hamilton,0.0,121,pct_graduated_low,79.0,Lynn-Hamilton
Lynn,Manchester,0.0,122,pct_graduated_low,79.0,Lynn-Manchester
Peabody,Ipswich,0.0,123,pct_graduated_low,88.0,Peabody-Ipswich
North Andover,Lynnfield,0.0,124,pct_graduated_low,97.3,North Andover-Lynnfield
Lawrence,Lynnfield,0.0,125,pct_graduated_low,72.8,Lawrence-Lynnfield
Peabody,Andover,0.0,126,pct_graduated_low,88.0,Peabody-Andover
Amesbury,Ipswich,0.0,127,pct_graduated_low,87.9,Amesbury-Ipswich
Lawrence,Rowley,0.0,128,pct_graduated_low,72.8,Lawrence-Rowley
Rockport,Hamilton,0.0,129,pct_graduated_low,94.9,Rockport-Hamilton
Beverly,Georgetown,0.0,130,pct_graduated_low,91.0,Beverly-Georgetown
Peabody,Georgetown,0.0,131,pct_graduated_low,88.0,Peabody-Georgetown
Methuen,Topsfield,0.0,132,pct_graduated_low,93.2,Methuen-Topsfield
Danvers,North Andover,0.0,133,pct_graduated_low,95.8,Danvers-North Andover
Andover,Danvers,0.0,134,pct_graduated_low,95.2,Andover-Danvers
Ipswich,Rockport,0.0,135,pct_graduated_low,90.8,Ipswich-Rockport
Newbury,Beverly,0.0,136,pct_graduated_low,89.5,Newbury-Beverly
Newburyport,Hamilton,0.0,137,pct_graduated_low,94.6,Newburyport-Hamilton
Gloucester,Marblehead,0.0,138,pct_graduated_low,83.7,Gloucester-Marblehead
Salem,Ipswich,0.0,139,pct_graduated_low,73.9,Salem-Ipswich
Newbury,Methuen,0.0,140,pct_graduated_low,89.5,Newbury-Methuen
Peabody,North Andover,0.0,141,pct_graduated_low,88.0,Peabody-North Andover
Georgetown,Lynnfield,0.0,142,pct_graduated_low,95.5,Georgetown-Lynnfield
Haverhill,Middleton,0.0,143,pct_graduated_low,80.4,Haverhill-Middleton
Gloucester,Danvers,0.0,144,pct_graduated_low,83.7,Gloucester-Danvers
Lawrence,Danvers,0.0,145,pct_graduated_low,72.8,Lawrence-Danvers
Lawrence,Peabody,0.0,146,pct_graduated_low,72.8,Lawrence-Peabody
Ipswich,North Andover,0.0,147,pct_graduated_low,90.8,Ipswich-North Andover
Rowley,Andover,0.0,148,pct_graduated_low,89.5,Rowley-Andover
Newbury,Manchester,0.0,149,pct_graduated_low,89.5,Newbury-Manchester
Groveland,Hamilton,0.0,150,pct_graduated_low,94.7,Groveland-Hamilton
Ipswich,Marblehead,0.0,151,pct_graduated_low,90.8,Ipswich-Marblehead
Amesbury,North Andover,0.0,152,pct_graduated_low,87.9,Amesbury-North Andover
Newburyport,Boxford,0.0,153,pct_graduated_low,94.6,Newburyport-Boxford
Ipswich,Lynnfield,0.0,154,pct_graduated_low,90.8,Ipswich-Lynnfield
Lynnfield,Manchester,0.0,155,pct_graduated_low,97.5,Lynnfield-Manchester
Newburyport,North Andover,0.0,156,pct_graduated_low,94.6,Newburyport-North Andover
Salem,Gloucester,0.0,157,pct_graduated_low,73.9,Salem-Gloucester
Peabody,Newbury,0.0,158,pct_graduated_low,88.0,Peabody-Newbury
Amesbury,Methuen,0.0,159,pct_graduated_low,87.9,Amesbury-Methuen
Merrimac,Danvers,0.0,160,pct_graduated_low,94.7,Merrimac-Danvers
Hamilton,North Andover,0.0,161,pct_graduated_low,97.2,Hamilton-North Andover
Saugus,Hamilton,0.0,162,pct_graduated_low,87.7,Saugus-Hamilton
Haverhill,Ipswich,0.0,163,pct_graduated_low,80.4,Haverhill-Ipswich
Georgetown,Manchester,0.0,164,pct_graduated_low,95.5,Georgetown-Manchester
Ipswich,Swampscott,0.0,165,pct_graduated_low,90.8,Ipswich-Swampscott
Lawrence,Ipswich,0.0,166,pct_graduated_low,72.8,Lawrence-Ipswich
Beverly,Rockport,0.0,167,pct_graduated_low,91.0,Beverly-Rockport
Lawrence,Amesbury,0.0,168,pct_graduated_low,72.8,Lawrence-Amesbury
Methuen,Lynnfield,0.0,169,pct_graduated_low,93.2,Methuen-Lynnfield
Saugus,Andover,0.0,170,pct_graduated_low,87.7,Saugus-Andover
Gloucester,Salisbury,0.0,171,pct_graduated_low,83.7,Gloucester-Salisbury
Beverly,North Andover,0.0,172,pct_graduated_low,91.0,Beverly-North Andover
Gloucester,Boxford,0.0,173,pct_graduated_low,83.7,Gloucester-Boxford
Beverly,Andover,0.0,174,pct_graduated_low,91.0,Beverly-Andover
Rowley,Lynnfield,0.0,175,pct_graduated_low,89.5,Rowley-Lynnfield
Lynn,Ipswich,0.0,176,pct_graduated_low,79.0,Lynn-Ipswich
Methuen,Newburyport,0.0,177,pct_graduated_low,93.2,Methuen-Newburyport
Saugus,Manchester,0.0,178,pct_graduated_low,87.7,Saugus-Manchester
Gloucester,Swampscott,0.0,179,pct_graduated_low,83.7,Gloucester-Swampscott
Salem,Georgetown,0.0,180,pct_graduated_low,73.9,Salem-Georgetown
Lawrence,Newburyport,0.0,181,pct_graduated_low,72.8,Lawrence-Newburyport
Ipswich,Andover,0.0,182,pct_graduated_low,90.8,Ipswich-Andover
Lawrence,Hamilton,0.0,183,pct_graduated_low,72.8,Lawrence-Hamilton
Amesbury,Middleton,0.0,184,pct_graduated_low,87.9,Amesbury-Middleton
Andover,Hamilton,0.0,185,pct_graduated_low,95.2,Andover-Hamilton
Gloucester,Peabody,0.0,186,pct_graduated_low,83.7,Gloucester-Peabody
Lawrence,Beverly,0.0,187,pct_graduated_low,72.8,Lawrence-Beverly
Methuen,Danvers,0.0,188,pct_graduated_low,93.2,Methuen-Danvers
Amesbury,Hamilton,0.0,189,pct_graduated_low,87.9,Amesbury-Hamilton
Newburyport,Danvers,0.0,190,pct_graduated_low,94.6,Newburyport-Danvers
Salem,Andover,0.0,191,pct_graduated_low,73.9,Salem-Andover
Salem,Newbury,0.0,192,pct_graduated_low,73.9,Salem-Newbury
Peabody,Methuen,0.0,193,pct_graduated_low,88.0,Peabody-Methuen
Lynn,Andover,0.0,194,pct_graduated_low,79.0,Lynn-Andover
Beverly,Groveland,0.0,195,pct_graduated_low,91.0,Beverly-Groveland
Ipswich,Methuen,0.0,196,pct_graduated_low,90.8,Ipswich-Methuen
Lynn,Gloucester,0.0,197,pct_graduated_low,79.0,Lynn-Gloucester
Peabody,Groveland,0.0,198,pct_graduated_low,88.0,Peabody-Groveland
Haverhill,Danvers,0.0,199,pct_graduated_low,80.4,Haverhill-Danvers
Newbury,Rockport,0.0,200,pct_graduated_low,89.5,Newbury-Rockport
Groveland,Lynnfield,0.0,201,pct_graduated_low,94.7,Groveland-Lynnfield
Salem,North Andover,0.0,202,pct_graduated_low,73.9,Salem-North Andover
Rockport,Danvers,0.0,203,pct_graduated_low,94.9,Rockport-Danvers
Marblehead,Georgetown,0.0,204,pct_graduated_low,95.1,Marblehead-Georgetown
Newburyport,Manchester,0.0,205,pct_graduated_low,94.6,Newburyport-Manchester
Lawrence,Saugus,0.0,206,pct_graduated_low,72.8,Lawrence-Saugus
Haverhill,Hamilton,0.0,207,pct_graduated_low,80.4,Haverhill-Hamilton
Andover,Swampscott,0.0,208,pct_graduated_low,95.2,Andover-Swampscott
Beverly,Newburyport,0.0,209,pct_graduated_low,91.0,Beverly-Newburyport
Amesbury,Andover,0.0,210,pct_graduated_low,87.9,Amesbury-Andover
Rockport,Marblehead,0.0,211,pct_graduated_low,94.9,Rockport-Marblehead
Lynn,Georgetown,0.0,212,pct_graduated_low,79.0,Lynn-Georgetown
Saugus,North Andover,0.0,213,pct_graduated_low,87.7,Saugus-North Andover
Georgetown,Swampscott,0.0,214,pct_graduated_low,95.5,Georgetown-Swampscott
Newburyport,Andover,0.0,215,pct_graduated_low,94.6,Newburyport-Andover
Gloucester,Newburyport,0.0,216,pct_graduated_low,83.7,Gloucester-Newburyport
Lawrence,Salem,0.0,217,pct_graduated_low,72.8,Lawrence-Salem
Gloucester,Georgetown,0.0,218,pct_graduated_low,83.7,Gloucester-Georgetown
Haverhill,Lynnfield,0.0,219,pct_graduated_low,80.4,Haverhill-Lynnfield
Salisbury,Marblehead,0.0,220,pct_graduated_low,89.5,Salisbury-Marblehead
Lynn,North Andover,0.0,221,pct_graduated_low,79.0,Lynn-North Andover
Newburyport,Rockport,0.0,222,pct_graduated_low,94.6,Newburyport-Rockport
Methuen,Hamilton,0.0,223,pct_graduated_low,93.2,Methuen-Hamilton
Saugus,Ipswich,0.0,224,pct_graduated_low,87.7,Saugus-Ipswich
Lawrence,Lynn,0.0,225,pct_graduated_low,72.8,Lawrence-Lynn
Haverhill,Peabody,0.0,226,pct_graduated_low,80.4,Haverhill-Peabody
Swampscott,North Andover,0.0,227,pct_graduated_low,95.7,Swampscott-North Andover
Saugus,Georgetown,0.0,228,pct_graduated_low,87.7,Saugus-Georgetown
Newbury,Swampscott,0.0,229,pct_graduated_low,89.5,Newbury-Swampscott
Salem,Rockport,0.0,230,pct_graduated_low,73.9,Salem-Rockport
Marblehead,Andover,0.0,231,pct_graduated_low,95.1,Marblehead-Andover
Lynn,Newbury,0.0,232,pct_graduated_low,79.0,Lynn-Newbury
Lawrence,Swampscott,0.0,233,pct_graduated_low,72.8,Lawrence-Swampscott
Amesbury,Danvers,0.0,234,pct_graduated_low,87.9,Amesbury-Danvers
Groveland,Manchester,0.0,235,pct_graduated_low,94.7,Groveland-Manchester
Rockport,Boxford,0.0,236,pct_graduated_low,94.9,Rockport-Boxford
Beverly,Methuen,0.0,237,pct_graduated_low,91.0,Beverly-Methuen
Gloucester,Lynnfield,0.0,238,pct_graduated_low,83.7,Gloucester-Lynnfield
Peabody,Newburyport,0.0,239,pct_graduated_low,88.0,Peabody-Newburyport
Marblehead,North Andover,0.0,240,pct_graduated_low,95.1,Marblehead-North Andover
Haverhill,Beverly,0.0,241,pct_graduated_low,80.4,Haverhill-Beverly
North Andover,Manchester,0.0,242,pct_graduated_low,97.3,North Andover-Manchester
Lawrence,Marblehead,0.0,243,pct_graduated_low,72.8,Lawrence-Marblehead
Rockport,Georgetown,0.0,244,pct_graduated_low,94.9,Rockport-Georgetown
Salem,Merrimac,0.0,245,pct_graduated_low,73.9,Salem-Merrimac
Rockport,Swampscott,0.0,246,pct_graduated_low,94.9,Rockport-Swampscott
Peabody,Rockport,0.0,247,pct_graduated_low,88.0,Peabody-Rockport
Amesbury,Beverly,0.0,248,pct_graduated_low,87.9,Amesbury-Beverly
Saugus,Methuen,0.0,249,pct_graduated_low,87.7,Saugus-Methuen
Saugus,Salisbury,0.0,250,pct_graduated_low,87.7,Saugus-Salisbury
Newburyport,Lynnfield,0.0,251,pct_graduated_low,94.6,Newburyport-Lynnfield
Andover,Manchester,0.0,252,pct_graduated_low,95.2,Andover-Manchester
Salem,Methuen,0.0,253,pct_graduated_low,73.9,Salem-Methuen
Gloucester,Saugus,0.0,254,pct_graduated_low,83.7,Gloucester-Saugus
Amesbury,Manchester,0.0,255,pct_graduated_low,87.9,Amesbury-Manchester
Lawrence,Manchester,0.0,256,pct_graduated_low,72.8,Lawrence-Manchester
Gloucester,Merrimac,0.0,257,pct_graduated_low,83.7,Gloucester-Merrimac
Lynn,Rockport,0.0,258,pct_graduated_low,79.0,Lynn-Rockport
Lynn,Methuen,0.0,259,pct_graduated_low,79.0,Lynn-Methuen
Amesbury,Peabody,0.0,260,pct_graduated_low,87.9,Amesbury-Peabody
Salem,Newburyport,0.0,261,pct_graduated_low,73.9,Salem-Newburyport
Gloucester,Amesbury,0.0,262,pct_graduated_low,83.7,Gloucester-Amesbury
Groveland,Marblehead,0.0,263,pct_graduated_low,94.7,Groveland-Marblehead
Lynn,Merrimac,0.0,264,pct_graduated_low,79.0,Lynn-Merrimac
Groveland,Swampscott,0.0,265,pct_graduated_low,94.7,Groveland-Swampscott
Methuen,Swampscott,0.0,266,pct_graduated_low,93.2,Methuen-Swampscott
Amesbury,Rockport,0.0,267,pct_graduated_low,87.9,Amesbury-Rockport
Salem,Haverhill,0.0,268,pct_graduated_low,73.9,Salem-Haverhill
Amesbury,Lynnfield,0.0,269,pct_graduated_low,87.9,Amesbury-Lynnfield
Newburyport,Marblehead,0.0,270,pct_graduated_low,94.6,Newburyport-Marblehead
Saugus,Groveland,0.0,271,pct_graduated_low,87.7,Saugus-Groveland
Haverhill,Manchester,0.0,272,pct_graduated_low,80.4,Haverhill-Manchester
Groveland,Rockport,0.0,273,pct_graduated_low,94.7,Groveland-Rockport
Methuen,Marblehead,0.0,274,pct_graduated_low,93.2,Methuen-Marblehead
Rockport,Lynnfield,0.0,275,pct_graduated_low,94.9,Rockport-Lynnfield
Haverhill,Saugus,0.0,276,pct_graduated_low,80.4,Haverhill-Saugus
Lynn,Haverhill,0.0,277,pct_graduated_low,79.0,Lynn-Haverhill
Methuen,Manchester,0.0,278,pct_graduated_low,93.2,Methuen-Manchester
Newburyport,Swampscott,0.0,279,pct_graduated_low,94.6,Newburyport-Swampscott
Gloucester,North Andover,0.0,280,pct_graduated_low,83.7,Gloucester-North Andover
Haverhill,Swampscott,0.0,281,pct_graduated_low,80.4,Haverhill-Swampscott
Lynn,Newburyport,0.0,282,pct_graduated_low,79.0,Lynn-Newburyport
Haverhill,Marblehead,0.0,283,pct_graduated_low,80.4,Haverhill-Marblehead
Salem,Amesbury,0.0,284,pct_graduated_low,73.9,Salem-Amesbury
Lawrence,Gloucester,0.0,285,pct_graduated_low,72.8,Lawrence-Gloucester
Gloucester,Andover,0.0,286,pct_graduated_low,83.7,Gloucester-Andover
Saugus,Rockport,0.0,287,pct_graduated_low,87.7,Saugus-Rockport
Haverhill,Gloucester,0.0,288,pct_graduated_low,80.4,Haverhill-Gloucester
Amesbury,Marblehead,0.0,289,pct_graduated_low,87.9,Amesbury-Marblehead
Saugus,Newburyport,0.0,290,pct_graduated_low,87.7,Saugus-Newburyport
Amesbury,Swampscott,0.0,291,pct_graduated_low,87.9,Amesbury-Swampscott
