school_to_school,distance_mi,town,year,hh_income,rank,category
Beverly-Lynnfield,7.932323713286167,Lynnfield,1979,101554.0,68,y_hh_income
Newburyport-Georgetown,7.985919998287651,Georgetown,1979,69406.0,69,y_hh_income
Saugus-Marblehead,8.109540994969315,Marblehead,1979,78288.0,70,y_hh_income
Marblehead-Manchester,8.114360343705243,,1979,,71,y_hh_income
Lawrence-Georgetown,8.367780755084983,Georgetown,1979,69406.0,72,y_hh_income
Danvers-Manchester,8.406932757250539,,1979,,73,y_hh_income
Danvers-Ipswich,8.419675912179603,Ipswich,1979,67379.0,74,y_hh_income
Ipswich-Manchester,8.526754212020727,,1979,,75,y_hh_income
Peabody-Hamilton,8.6667657317385,Hamilton,1979,85278.0,76,y_hh_income
Beverly-Ipswich,8.687484950177778,Ipswich,1979,67379.0,77,y_hh_income
Newbury-Hamilton,8.708197936264018,Hamilton,1979,85278.0,78,y_hh_income
Methuen-Groveland,8.742235481874381,Groveland,1979,73695.0,79,y_hh_income
Rowley-Topsfield,8.781965738283064,Topsfield,1979,97976.0,80,y_hh_income
Gloucester-Hamilton,8.789220302849722,Hamilton,1979,85278.0,81,y_hh_income
Ipswich-Newburyport,8.794455982710373,Newburyport,1979,55904.0,82,y_hh_income
Salem-Middleton,8.816292246351624,Middleton,1979,69693.0,83,y_hh_income
North Andover-Middleton,8.861898890882394,Middleton,1979,69693.0,84,y_hh_income
Marblehead-Lynnfield,8.946003625179499,Lynnfield,1979,101554.0,85,y_hh_income
Amesbury-Georgetown,9.053987393332404,Georgetown,1979,69406.0,86,y_hh_income
Salem-Hamilton,9.056235129047684,Hamilton,1979,85278.0,87,y_hh_income
Salem-Manchester,9.064067512897635,,1979,,88,y_hh_income
Lawrence-Groveland,9.218136735579188,Groveland,1979,73695.0,89,y_hh_income
Haverhill-Andover,9.313462010627669,Andover,1979,88976.0,90,y_hh_income
Rockport-Manchester,9.32182162171862,,1979,,91,y_hh_income
Andover-Boxford,9.39963004524344,Boxford,1979,114726.0,92,y_hh_income
Methuen-Georgetown,9.416447742331538,Georgetown,1979,69406.0,93,y_hh_income
Haverhill-Amesbury,9.432995428782732,Amesbury,1979,52538.0,94,y_hh_income
Marblehead-Hamilton,9.476531826064932,Hamilton,1979,85278.0,95,y_hh_income
Saugus-Danvers,9.57372625400376,Danvers,1979,71502.0,96,y_hh_income
Hamilton-Georgetown,9.644274943153622,Georgetown,1979,69406.0,97,y_hh_income
Lawrence-Middleton,9.746248479830118,Middleton,1979,69693.0,98,y_hh_income
Andover-Georgetown,9.747505053932809,Georgetown,1979,69406.0,99,y_hh_income
Haverhill-Salisbury,10.109357689480698,Salisbury,1979,53766.0,100,y_hh_income
Beverly-Saugus,10.167938912426532,Saugus,1979,69615.0,101,y_hh_income
Danvers-Georgetown,10.201636133036132,Georgetown,1979,69406.0,102,y_hh_income
Andover-Lynnfield,10.264085646401904,Lynnfield,1979,101554.0,103,y_hh_income
Gloucester-Ipswich,10.286158546833445,Ipswich,1979,67379.0,104,y_hh_income
Lynn-Boxford,10.36432465025636,Boxford,1979,114726.0,105,y_hh_income
Swampscott-Topsfield,10.457407210268777,Topsfield,1979,97976.0,106,y_hh_income
Ipswich-Groveland,10.50318592490948,Groveland,1979,73695.0,107,y_hh_income
North Andover-Rowley,10.595961011815945,Rowley,1979,64467.0,108,y_hh_income
Swampscott-Manchester,10.59850211551116,,1979,,109,y_hh_income
Marblehead-Topsfield,10.634881963318213,Topsfield,1979,97976.0,110,y_hh_income
Peabody-Manchester,10.89742855278487,,1979,,111,y_hh_income
Gloucester-Beverly,10.9558361024831,Beverly,1979,61261.0,112,y_hh_income
Swampscott-Hamilton,10.979043471364784,Hamilton,1979,85278.0,113,y_hh_income
Manchester-Boxford,11.062451325444878,Boxford,1979,114726.0,114,y_hh_income
Merrimac-Middleton,11.088968260199872,Middleton,1979,69693.0,115,y_hh_income
Danvers-Newbury,11.227650685583374,Newbury,1979,68671.0,116,y_hh_income
Hamilton-Lynnfield,11.276499284588269,Lynnfield,1979,101554.0,117,y_hh_income
Andover-Groveland,11.297377400068251,Groveland,1979,73695.0,118,y_hh_income
Haverhill-Newburyport,11.334324255299892,Newburyport,1979,55904.0,119,y_hh_income
Saugus-Boxford,11.577205900611634,Boxford,1979,114726.0,120,y_hh_income
Lynn-Hamilton,11.58051109203177,Hamilton,1979,85278.0,121,y_hh_income
Lynn-Manchester,11.605556675732252,,1979,,122,y_hh_income
Peabody-Ipswich,11.758579459620153,Ipswich,1979,67379.0,123,y_hh_income
North Andover-Lynnfield,11.938911532163392,Lynnfield,1979,101554.0,124,y_hh_income
Lawrence-Lynnfield,11.95438781934023,Lynnfield,1979,101554.0,125,y_hh_income
Peabody-Andover,12.063527257128282,Andover,1979,88976.0,126,y_hh_income
Amesbury-Ipswich,12.148935466625495,Ipswich,1979,67379.0,127,y_hh_income
Lawrence-Rowley,12.169708775426864,Rowley,1979,64467.0,128,y_hh_income
Rockport-Hamilton,12.217801923766386,Hamilton,1979,85278.0,129,y_hh_income
Beverly-Georgetown,12.234465974400331,Georgetown,1979,69406.0,130,y_hh_income
Peabody-Georgetown,12.41794498133533,Georgetown,1979,69406.0,131,y_hh_income
Methuen-Topsfield,12.442101289657243,Topsfield,1979,97976.0,132,y_hh_income
Danvers-North Andover,12.472701117800066,North Andover,1979,72562.0,133,y_hh_income
Danvers-Andover,12.515988078045464,Andover,1979,88976.0,134,y_hh_income
Rockport-Ipswich,12.51727943650737,Ipswich,1979,67379.0,135,y_hh_income
Beverly-Newbury,12.52232559194136,Newbury,1979,68671.0,136,y_hh_income
Newburyport-Hamilton,12.895687904682754,Hamilton,1979,85278.0,137,y_hh_income
Gloucester-Marblehead,12.899264511038684,Marblehead,1979,78288.0,138,y_hh_income
Salem-Ipswich,12.964355516829128,Ipswich,1979,67379.0,139,y_hh_income
Methuen-Newbury,12.969386349249572,Newbury,1979,68671.0,140,y_hh_income
Peabody-North Andover,12.983646178047747,North Andover,1979,72562.0,141,y_hh_income
Georgetown-Lynnfield,13.00013446141318,Lynnfield,1979,101554.0,142,y_hh_income
Haverhill-Middleton,13.045684163488096,Middleton,1979,69693.0,143,y_hh_income
Gloucester-Danvers,13.162132013870128,Danvers,1979,71502.0,144,y_hh_income
Lawrence-Danvers,13.219430987655702,Danvers,1979,71502.0,145,y_hh_income
Lawrence-Peabody,13.34602148618582,Peabody,1979,67532.0,146,y_hh_income
Ipswich-North Andover,13.514457314090834,North Andover,1979,72562.0,147,y_hh_income
Andover-Rowley,13.542872599968398,Rowley,1979,64467.0,148,y_hh_income
Newbury-Manchester,13.555635495860168,,1979,,149,y_hh_income
Groveland-Hamilton,13.56794630071523,Hamilton,1979,85278.0,150,y_hh_income
Ipswich-Marblehead,13.58268546146308,Marblehead,1979,78288.0,151,y_hh_income
Amesbury-North Andover,13.642329098655866,North Andover,1979,72562.0,152,y_hh_income
Newburyport-Boxford,13.787627617280872,Boxford,1979,114726.0,153,y_hh_income
Ipswich-Lynnfield,13.8728960493289,Lynnfield,1979,101554.0,154,y_hh_income
Lynnfield-Manchester,13.902776957218602,,1979,,155,y_hh_income
North Andover-Newburyport,14.04076001068662,Newburyport,1979,55904.0,156,y_hh_income
Salem-Gloucester,14.081055789442749,Gloucester,1979,51063.0,157,y_hh_income
Peabody-Newbury,14.101567271065784,Newbury,1979,68671.0,158,y_hh_income
Methuen-Amesbury,14.19260795563816,Amesbury,1979,52538.0,159,y_hh_income
Merrimac-Danvers,14.486994630142885,Danvers,1979,71502.0,160,y_hh_income
North Andover-Hamilton,14.529339262337508,Hamilton,1979,85278.0,161,y_hh_income
Saugus-Hamilton,14.6134452953004,Hamilton,1979,85278.0,162,y_hh_income
Haverhill-Ipswich,14.669865718574146,Ipswich,1979,67379.0,163,y_hh_income
Georgetown-Manchester,14.883813332484069,,1979,,164,y_hh_income
Ipswich-Swampscott,14.900666267532348,Swampscott,1979,78559.0,165,y_hh_income
Lawrence-Ipswich,14.938465774524616,Ipswich,1979,67379.0,166,y_hh_income
Beverly-Rockport,15.074415061446627,Rockport,1979,53818.0,167,y_hh_income
Lawrence-Amesbury,15.087670934599409,Amesbury,1979,52538.0,168,y_hh_income
Methuen-Lynnfield,15.14039062640831,Lynnfield,1979,101554.0,169,y_hh_income
Saugus-Andover,15.162806374607642,Andover,1979,88976.0,170,y_hh_income
Gloucester-Salisbury,15.183458969627928,Salisbury,1979,53766.0,171,y_hh_income
Beverly-North Andover,15.202946214049929,North Andover,1979,72562.0,172,y_hh_income
Gloucester-Boxford,15.254370502270476,Boxford,1979,114726.0,173,y_hh_income
Beverly-Andover,15.336875510225218,Andover,1979,88976.0,174,y_hh_income
Rowley-Lynnfield,15.362293556244408,Lynnfield,1979,101554.0,175,y_hh_income
Lynn-Ipswich,15.380850893825723,Ipswich,1979,67379.0,176,y_hh_income
Methuen-Newburyport,15.49621321495254,Newburyport,1979,55904.0,177,y_hh_income
Saugus-Manchester,15.506799112025297,,1979,,178,y_hh_income
Gloucester-Swampscott,15.517247717133625,Swampscott,1979,78559.0,179,y_hh_income
Salem-Georgetown,15.519365983947756,Georgetown,1979,69406.0,180,y_hh_income
Lawrence-Newburyport,15.606260090799044,Newburyport,1979,55904.0,181,y_hh_income
Ipswich-Andover,15.619722899199228,Andover,1979,88976.0,182,y_hh_income
Lawrence-Hamilton,15.70856348237175,Hamilton,1979,85278.0,183,y_hh_income
Amesbury-Middleton,15.72378249702108,Middleton,1979,69693.0,184,y_hh_income
Andover-Hamilton,15.758343218532286,Hamilton,1979,85278.0,185,y_hh_income
Gloucester-Peabody,15.890522696154266,Peabody,1979,67532.0,186,y_hh_income
Lawrence-Beverly,16.00590447862675,Beverly,1979,61261.0,187,y_hh_income
Methuen-Danvers,16.053745356476842,Danvers,1979,71502.0,188,y_hh_income
Amesbury-Hamilton,16.097453923288366,Hamilton,1979,85278.0,189,y_hh_income
Danvers-Newburyport,16.133658382863327,Newburyport,1979,55904.0,190,y_hh_income
Salem-Andover,16.204989390768823,Andover,1979,88976.0,191,y_hh_income
Salem-Newbury,16.43744294243522,Newbury,1979,68671.0,192,y_hh_income
Peabody-Methuen,16.439975632764526,Methuen,1979,61849.0,193,y_hh_income
Lynn-Andover,16.481500340819096,Andover,1979,88976.0,194,y_hh_income
Beverly-Groveland,16.495403844308367,Groveland,1979,73695.0,195,y_hh_income
Methuen-Ipswich,16.565586663887842,Ipswich,1979,67379.0,196,y_hh_income
Lynn-Gloucester,16.5739121803416,Gloucester,1979,51063.0,197,y_hh_income
Peabody-Groveland,16.58896113190994,Groveland,1979,73695.0,198,y_hh_income
Haverhill-Danvers,16.742845521517314,Danvers,1979,71502.0,199,y_hh_income
Rockport-Newbury,16.829522160879524,Newbury,1979,68671.0,200,y_hh_income
Groveland-Lynnfield,16.880364255363606,Lynnfield,1979,101554.0,201,y_hh_income
Salem-North Andover,16.994939653374267,North Andover,1979,72562.0,202,y_hh_income
Rockport-Danvers,17.068055413321378,Danvers,1979,71502.0,203,y_hh_income
Marblehead-Georgetown,17.078385759064822,Georgetown,1979,69406.0,204,y_hh_income
Newburyport-Manchester,17.092291070744253,,1979,,205,y_hh_income
Lawrence-Saugus,17.09637317499067,Saugus,1979,69615.0,206,y_hh_income
Haverhill-Hamilton,17.117663719384304,Hamilton,1979,85278.0,207,y_hh_income
Andover-Swampscott,17.159933115955244,Swampscott,1979,78559.0,208,y_hh_income
Beverly-Newburyport,17.162864608528,Newburyport,1979,55904.0,209,y_hh_income
Amesbury-Andover,17.210854155649013,Andover,1979,88976.0,210,y_hh_income
Rockport-Marblehead,17.214476041323557,Marblehead,1979,78288.0,211,y_hh_income
Lynn-Georgetown,17.229769197983277,Georgetown,1979,69406.0,212,y_hh_income
Saugus-North Andover,17.24339387979217,North Andover,1979,72562.0,213,y_hh_income
Swampscott-Georgetown,17.25751644148076,Georgetown,1979,69406.0,214,y_hh_income
Andover-Newburyport,17.403607755179664,Newburyport,1979,55904.0,215,y_hh_income
Gloucester-Newburyport,17.439456653732286,Newburyport,1979,55904.0,216,y_hh_income
Lawrence-Salem,17.441359298529775,Salem,1979,49457.0,217,y_hh_income
Gloucester-Georgetown,17.51726905403272,Georgetown,1979,69406.0,218,y_hh_income
Haverhill-Lynnfield,17.549864906635467,Lynnfield,1979,101554.0,219,y_hh_income
Salisbury-Marblehead,17.559301459631794,Marblehead,1979,78288.0,220,y_hh_income
Lynn-North Andover,17.793342757604016,North Andover,1979,72562.0,221,y_hh_income
Rockport-Newburyport,17.911944205966048,Newburyport,1979,55904.0,222,y_hh_income
Methuen-Hamilton,17.956172618128836,Hamilton,1979,85278.0,223,y_hh_income
Saugus-Ipswich,17.993398810778938,Ipswich,1979,67379.0,224,y_hh_income
Lawrence-Lynn,18.016548938946595,Lynn,1979,46904.0,225,y_hh_income
Haverhill-Peabody,18.069702789019665,Peabody,1979,67532.0,226,y_hh_income
North Andover-Swampscott,18.268783059518945,Swampscott,1979,78559.0,227,y_hh_income
Saugus-Georgetown,18.28075555882961,Georgetown,1979,69406.0,228,y_hh_income
Newbury-Swampscott,18.31949668550949,Swampscott,1979,78559.0,229,y_hh_income
Salem-Rockport,18.37551040891196,Rockport,1979,53818.0,230,y_hh_income
Andover-Marblehead,18.48502227795016,Marblehead,1979,78288.0,231,y_hh_income
Lynn-Newbury,18.534331766607817,Newbury,1979,68671.0,232,y_hh_income
Lawrence-Swampscott,18.584554664701063,Swampscott,1979,78559.0,233,y_hh_income
Amesbury-Danvers,18.594489097577085,Danvers,1979,71502.0,234,y_hh_income
Groveland-Manchester,18.708926594679557,,1979,,235,y_hh_income
Rockport-Boxford,18.711609389647226,Boxford,1979,114726.0,236,y_hh_income
Methuen-Beverly,18.785638006009563,Beverly,1979,61261.0,237,y_hh_income
Gloucester-Lynnfield,18.87052226289195,Lynnfield,1979,101554.0,238,y_hh_income
Peabody-Newburyport,19.090854751609864,Newburyport,1979,55904.0,239,y_hh_income
North Andover-Marblehead,19.10744090093772,Marblehead,1979,78288.0,240,y_hh_income
Haverhill-Beverly,19.17226391554763,Beverly,1979,61261.0,241,y_hh_income
North Andover-Manchester,19.60006908182719,,1979,,242,y_hh_income
Lawrence-Marblehead,19.63388197068381,Marblehead,1979,78288.0,243,y_hh_income
Rockport-Georgetown,19.77429283323797,Georgetown,1979,69406.0,244,y_hh_income
Salem-Merrimac,19.79855980776882,Merrimac,1979,59498.0,245,y_hh_income
Rockport-Swampscott,19.832944954636584,Swampscott,1979,78559.0,246,y_hh_income
Peabody-Rockport,19.98039290805461,Rockport,1979,53818.0,247,y_hh_income
Beverly-Amesbury,20.02087689393048,Amesbury,1979,52538.0,248,y_hh_income
Methuen-Saugus,20.282260549932783,Saugus,1979,69615.0,249,y_hh_income
Salisbury-Saugus,20.307828831078293,Saugus,1979,69615.0,250,y_hh_income
Newburyport-Lynnfield,20.356616448714604,Lynnfield,1979,101554.0,251,y_hh_income
Andover-Manchester,20.460129563002276,,1979,,252,y_hh_income
Salem-Methuen,20.498835495217957,Methuen,1979,61849.0,253,y_hh_income
Gloucester-Saugus,20.54127361270812,Saugus,1979,69615.0,254,y_hh_income
Amesbury-Manchester,20.6275022248012,,1979,,255,y_hh_income
Lawrence-Manchester,20.681324564641606,,1979,,256,y_hh_income
Gloucester-Merrimac,20.736345367951014,Merrimac,1979,59498.0,257,y_hh_income
Lynn-Rockport,20.8839856108975,Rockport,1979,53818.0,258,y_hh_income
Lynn-Methuen,21.167875343829028,Methuen,1979,61849.0,259,y_hh_income
Peabody-Amesbury,21.238386179045992,Amesbury,1979,52538.0,260,y_hh_income
Salem-Newburyport,21.242177897894187,Newburyport,1979,55904.0,261,y_hh_income
Gloucester-Amesbury,21.26372255824968,Amesbury,1979,52538.0,262,y_hh_income
Groveland-Marblehead,21.36451126434109,Marblehead,1979,78288.0,263,y_hh_income
Lynn-Merrimac,21.4528307283514,Merrimac,1979,59498.0,264,y_hh_income
Groveland-Swampscott,21.51867720344836,Swampscott,1979,78559.0,265,y_hh_income
Methuen-Swampscott,21.70454772517829,Swampscott,1979,78559.0,266,y_hh_income
Amesbury-Rockport,21.77235614252541,Rockport,1979,53818.0,267,y_hh_income
Salem-Haverhill,21.799231471755373,Haverhill,1979,49111.0,268,y_hh_income
Amesbury-Lynnfield,22.042808363077896,Lynnfield,1979,101554.0,269,y_hh_income
Newburyport-Marblehead,22.178447256449367,Marblehead,1979,78288.0,270,y_hh_income
Saugus-Groveland,22.26165384218731,Groveland,1979,73695.0,271,y_hh_income
Haverhill-Manchester,22.36945438661742,,1979,,272,y_hh_income
Rockport-Groveland,22.392578038158675,Groveland,1979,73695.0,273,y_hh_income
Methuen-Marblehead,22.64541588297923,Marblehead,1979,78288.0,274,y_hh_income
Rockport-Lynnfield,22.91466328343544,Lynnfield,1979,101554.0,275,y_hh_income
Haverhill-Saugus,22.955894710502044,Saugus,1979,69615.0,276,y_hh_income
Lynn-Haverhill,23.0026220104014,Haverhill,1979,49111.0,277,y_hh_income
Methuen-Manchester,23.089600480819158,,1979,,278,y_hh_income
Newburyport-Swampscott,23.15133451011449,Swampscott,1979,78559.0,279,y_hh_income
Gloucester-North Andover,23.172294105998617,North Andover,1979,72562.0,280,y_hh_income
Haverhill-Swampscott,23.30482078720043,Swampscott,1979,78559.0,281,y_hh_income
Lynn-Newburyport,23.432829441197484,Newburyport,1979,55904.0,282,y_hh_income
Haverhill-Marblehead,23.68056099428028,Marblehead,1979,78288.0,283,y_hh_income
Salem-Amesbury,23.871491956767866,Amesbury,1979,52538.0,284,y_hh_income
Lawrence-Gloucester,24.42470131212901,Gloucester,1979,51063.0,285,y_hh_income
Gloucester-Andover,24.547384939302,Andover,1979,88976.0,286,y_hh_income
Rockport-Saugus,24.827248081289227,Saugus,1979,69615.0,287,y_hh_income
Haverhill-Gloucester,24.95035273715314,Gloucester,1979,51063.0,288,y_hh_income
Amesbury-Marblehead,25.056378726242865,Marblehead,1979,78288.0,289,y_hh_income
Saugus-Newburyport,25.312493514949253,Newburyport,1979,55904.0,290,y_hh_income
Amesbury-Swampscott,25.72700610367984,Swampscott,1979,78559.0,291,y_hh_income
Lynn-Amesbury,25.86689109358219,Amesbury,1979,52538.0,292,y_hh_income
Rockport-North Andover,25.970085084054105,North Andover,1979,72562.0,293,y_hh_income
Gloucester-Methuen,26.487426371561423,Methuen,1979,61849.0,294,y_hh_income
Haverhill-Rockport,26.915489928836628,Rockport,1979,53818.0,295,y_hh_income
Amesbury-Saugus,27.268306509975,Saugus,1979,69615.0,296,y_hh_income
Lawrence-Rockport,27.33693396290136,Rockport,1979,53818.0,297,y_hh_income
Rockport-Andover,27.740646256643792,Andover,1979,88976.0,298,y_hh_income
Methuen-Rockport,29.08233974307388,Rockport,1979,53818.0,299,y_hh_income
Lynn-Swampscott,1.196055302079143,Swampscott,1989,95930.0,300,y_hh_income
Lawrence-North Andover,1.5855866438822594,North Andover,1989,98798.0,301,y_hh_income
Salem-Swampscott,1.9363245470077504,Swampscott,1989,95930.0,302,y_hh_income
Salem-Marblehead,2.361965084725948,Marblehead,1989,101935.0,303,y_hh_income
Lawrence-Andover,2.4075788470636974,Andover,1989,116723.0,304,y_hh_income
Lynn-Salem,2.620759071282193,Salem,1989,62394.0,305,y_hh_income
Swampscott-Marblehead,2.7700866048205146,Marblehead,1989,101935.0,306,y_hh_income
Beverly-Danvers,2.820942616776508,Danvers,1989,83636.0,307,y_hh_income
Peabody-Lynnfield,3.0211280959779665,Lynnfield,1989,111927.0,308,y_hh_income
Lawrence-Methuen,3.190858545165007,Methuen,1989,72058.0,309,y_hh_income
Peabody-Danvers,3.3831848090871595,Danvers,1989,83636.0,310,y_hh_income
Methuen-North Andover,3.582984079375072,North Andover,1989,98798.0,311,y_hh_income
Andover-North Andover,3.5890416313744566,North Andover,1989,98798.0,312,y_hh_income
Danvers-Topsfield,3.717251074636475,Topsfield,1989,124224.0,313,y_hh_income
Salisbury-Georgetown,3.814898481551445,Georgetown,1989,85742.0,314,y_hh_income
Amesbury-Newburyport,3.8692811155221,Newburyport,1989,73810.0,315,y_hh_income
Lynn-Marblehead,3.9489579065240856,Marblehead,1989,101935.0,316,y_hh_income
Ipswich-Hamilton,4.140077970284551,Hamilton,1989,93972.0,317,y_hh_income
Salem-Peabody,4.141631838811724,Peabody,1989,76069.0,318,y_hh_income
Lynn-Saugus,4.160763648971105,Saugus,1989,80119.0,319,y_hh_income
Merrimac-Georgetown,4.28828278923016,Georgetown,1989,85742.0,320,y_hh_income
Gloucester-Rockport,4.3171524484408135,Rockport,1989,67268.0,321,y_hh_income
Salem-Beverly,4.327777882741018,Beverly,1989,75693.0,322,y_hh_income
Beverly-Hamilton,4.72845942483406,Hamilton,1989,93972.0,323,y_hh_income
Haverhill-Groveland,4.762942120764938,Groveland,1989,92413.0,324,y_hh_income
Peabody-Beverly,4.935838087070542,Beverly,1989,75693.0,325,y_hh_income
Lynn-Peabody,4.94029677394803,Peabody,1989,76069.0,326,y_hh_income
Haverhill-Methuen,4.97318960159047,Methuen,1989,72058.0,327,y_hh_income
Newbury-Newburyport,5.008180269711917,Newburyport,1989,73810.0,328,y_hh_income
Beverly-Marblehead,5.037819794778186,Marblehead,1989,101935.0,329,y_hh_income
Gloucester-Manchester,5.06495176646527,,1989,,330,y_hh_income
Ipswich-Newbury,5.0819856969992605,Newbury,1989,84227.0,331,y_hh_income
Hamilton-Manchester,5.254430247077268,,1989,,332,y_hh_income
Peabody-Swampscott,5.289150594497587,Swampscott,1989,95930.0,333,y_hh_income
Methuen-Andover,5.306090018823177,Andover,1989,116723.0,334,y_hh_income
Salem-Danvers,5.330710306255406,Danvers,1989,83636.0,335,y_hh_income
Danvers-Hamilton,5.335146344153019,Hamilton,1989,93972.0,336,y_hh_income
Saugus-Swampscott,5.349151489056062,Swampscott,1989,95930.0,337,y_hh_income
Saugus-Lynnfield,5.433577113105851,Lynnfield,1989,111927.0,338,y_hh_income
Peabody-Middleton,5.5454252943224684,Middleton,1989,88103.0,339,y_hh_income
Newbury-Groveland,5.590551585369322,Groveland,1989,92413.0,340,y_hh_income
Amesbury-Groveland,5.917174839382962,Groveland,1989,92413.0,341,y_hh_income
Danvers-Lynnfield,5.964400140329401,Lynnfield,1989,111927.0,342,y_hh_income
Beverly-Manchester,5.971410704235797,,1989,,343,y_hh_income
Haverhill-North Andover,6.005102278445393,North Andover,1989,98798.0,344,y_hh_income
Beverly-Swampscott,6.252890130243487,Swampscott,1989,95930.0,345,y_hh_income
Lynn-Lynnfield,6.268752525050366,Lynnfield,1989,111927.0,346,y_hh_income
Peabody-Saugus,6.286835159897371,Saugus,1989,80119.0,347,y_hh_income
Beverly-Middleton,6.352256480398708,Middleton,1989,88103.0,348,y_hh_income
Peabody-Marblehead,6.446932447408488,Marblehead,1989,101935.0,349,y_hh_income
Salem-Saugus,6.465266029224285,Saugus,1989,80119.0,350,y_hh_income
Middleton-Hamilton,6.512709111452249,Hamilton,1989,93972.0,351,y_hh_income
Salem-Lynnfield,6.587860172732203,Lynnfield,1989,111927.0,352,y_hh_income
Lynnfield-Boxford,6.601916701304433,Boxford,1989,150155.0,353,y_hh_income
Merrimac-Newburyport,6.769292675011802,Newburyport,1989,73810.0,354,y_hh_income
North Andover-Georgetown,6.802750263821978,Georgetown,1989,85742.0,355,y_hh_income
Lynn-Beverly,6.870577048901468,Beverly,1989,75693.0,356,y_hh_income
Georgetown-Boxford,6.878720081064147,Boxford,1989,150155.0,357,y_hh_income
Lawrence-Haverhill,6.909402253317068,Haverhill,1989,70613.0,358,y_hh_income
Danvers-Marblehead,6.956299833777334,Marblehead,1989,101935.0,359,y_hh_income
Swampscott-Lynnfield,7.077581548126293,Lynnfield,1989,111927.0,360,y_hh_income
Danvers-Swampscott,7.138617286692019,Swampscott,1989,95930.0,361,y_hh_income
Ipswich-Georgetown,7.303851120504134,Georgetown,1989,85742.0,362,y_hh_income
Lynn-Danvers,7.307373189110715,Danvers,1989,83636.0,363,y_hh_income
Amesbury-Newbury,7.5010648416583505,Newbury,1989,84227.0,364,y_hh_income
Haverhill-Georgetown,7.509617320152967,Georgetown,1989,85742.0,365,y_hh_income
Ipswich-Middleton,7.724247814786984,Middleton,1989,88103.0,366,y_hh_income
Merrimac-North Andover,7.740175664835019,North Andover,1989,98798.0,367,y_hh_income
Beverly-Lynnfield,7.932323713286167,Lynnfield,1989,111927.0,368,y_hh_income
Newburyport-Georgetown,7.985919998287651,Georgetown,1989,85742.0,369,y_hh_income
Saugus-Marblehead,8.109540994969315,Marblehead,1989,101935.0,370,y_hh_income
Marblehead-Manchester,8.114360343705243,,1989,,371,y_hh_income
Lawrence-Georgetown,8.367780755084983,Georgetown,1989,85742.0,372,y_hh_income
Danvers-Manchester,8.406932757250539,,1989,,373,y_hh_income
Danvers-Ipswich,8.419675912179603,Ipswich,1989,81012.0,374,y_hh_income
Ipswich-Manchester,8.526754212020727,,1989,,375,y_hh_income
Peabody-Hamilton,8.6667657317385,Hamilton,1989,93972.0,376,y_hh_income
Beverly-Ipswich,8.687484950177778,Ipswich,1989,81012.0,377,y_hh_income
Newbury-Hamilton,8.708197936264018,Hamilton,1989,93972.0,378,y_hh_income
Methuen-Groveland,8.742235481874381,Groveland,1989,92413.0,379,y_hh_income
Rowley-Topsfield,8.781965738283064,Topsfield,1989,124224.0,380,y_hh_income
Gloucester-Hamilton,8.789220302849722,Hamilton,1989,93972.0,381,y_hh_income
Ipswich-Newburyport,8.794455982710373,Newburyport,1989,73810.0,382,y_hh_income
Salem-Middleton,8.816292246351624,Middleton,1989,88103.0,383,y_hh_income
North Andover-Middleton,8.861898890882394,Middleton,1989,88103.0,384,y_hh_income
Marblehead-Lynnfield,8.946003625179499,Lynnfield,1989,111927.0,385,y_hh_income
Amesbury-Georgetown,9.053987393332404,Georgetown,1989,85742.0,386,y_hh_income
Salem-Hamilton,9.056235129047684,Hamilton,1989,93972.0,387,y_hh_income
Salem-Manchester,9.064067512897635,,1989,,388,y_hh_income
Lawrence-Groveland,9.218136735579188,Groveland,1989,92413.0,389,y_hh_income
Haverhill-Andover,9.313462010627669,Andover,1989,116723.0,390,y_hh_income
Rockport-Manchester,9.32182162171862,,1989,,391,y_hh_income
Andover-Boxford,9.39963004524344,Boxford,1989,150155.0,392,y_hh_income
Methuen-Georgetown,9.416447742331538,Georgetown,1989,85742.0,393,y_hh_income
Haverhill-Amesbury,9.432995428782732,Amesbury,1989,72417.0,394,y_hh_income
Marblehead-Hamilton,9.476531826064932,Hamilton,1989,93972.0,395,y_hh_income
Saugus-Danvers,9.57372625400376,Danvers,1989,83636.0,396,y_hh_income
Hamilton-Georgetown,9.644274943153622,Georgetown,1989,85742.0,397,y_hh_income
Lawrence-Middleton,9.746248479830118,Middleton,1989,88103.0,398,y_hh_income
Andover-Georgetown,9.747505053932809,Georgetown,1989,85742.0,399,y_hh_income
Haverhill-Salisbury,10.109357689480698,Salisbury,1989,68193.0,400,y_hh_income
Beverly-Saugus,10.167938912426532,Saugus,1989,80119.0,401,y_hh_income
Danvers-Georgetown,10.201636133036132,Georgetown,1989,85742.0,402,y_hh_income
Andover-Lynnfield,10.264085646401904,Lynnfield,1989,111927.0,403,y_hh_income
Gloucester-Ipswich,10.286158546833445,Ipswich,1989,81012.0,404,y_hh_income
Lynn-Boxford,10.36432465025636,Boxford,1989,150155.0,405,y_hh_income
Swampscott-Topsfield,10.457407210268777,Topsfield,1989,124224.0,406,y_hh_income
Ipswich-Groveland,10.50318592490948,Groveland,1989,92413.0,407,y_hh_income
North Andover-Rowley,10.595961011815945,Rowley,1989,91679.0,408,y_hh_income
Swampscott-Manchester,10.59850211551116,,1989,,409,y_hh_income
