school_to_school,distance,distance_mi,towns_1,towns_2,loc1,lat1,lon1,loc2,lat2,lon2
Ipswich-Saugus,28.95756852,17.993398810778938,Ipswich,Saugus,12,42.688563,-70.850938,30,42.460813,-71.022437
Lynn-Lawrence,28.99482504,18.016548938946595,Lynn,Lawrence,14,42.476687,-70.943687,13,42.691187,-71.145062
Haverhill-Peabody,29.08036787,18.069702789019665,Haverhill,Peabody,11,42.787188,-71.106938,25,42.544562,-70.974187
Swampscott-North Andover,29.40075651,18.268783059518945,Swampscott,North Andover,21,42.479062,-70.920438,24,42.700563,-71.116563
Georgetown-Saugus,29.42002438,18.28075555882961,Georgetown,Saugus,7,42.724063,-70.986438,30,42.460813,-71.022437
Swampscott-Newbury,29.48237218,18.319496685509492,Swampscott,Newbury,21,42.479062,-70.920438,22,42.744187,-70.916438
Rockport-Salem,29.57251753,18.37551040891196,Rockport,Salem,26,42.652187,-70.609562,28,42.506312,-70.911563
Andover-Marblehead,29.7487598,18.48502227795016,Andover,Marblehead,2,42.657187,-71.155438,17,42.492438,-70.869187
Newbury-Lynn,29.82811573,18.534331766607817,Newbury,Lynn,22,42.744187,-70.916438,14,42.476687,-70.943687
Swampscott-Lawrence,29.90894165,18.584554664701063,Swampscott,Lawrence,21,42.479062,-70.920438,13,42.691187,-71.145062
Danvers-Amesbury,29.92492957,18.594489097577085,Danvers,Amesbury,5,42.582062,-70.931438,1,42.851062,-70.942437
Groveland-Manchester,30.10909887,18.708926594679554,Groveland,Manchester,34,42.782938,-71.013188,6,42.582062,-70.766188
Rockport-Boxford,30.11341641,18.711609389647226,Rockport,Boxford,26,42.652187,-70.609562,4,42.624813,-70.975813
Methuen-Beverly,30.23255392,18.785638006009563,Methuen,Beverly,19,42.733063,-71.171563,3,42.564813,-70.881187
Lynnfield-Gloucester,30.36916189,18.87052226289195,Lynnfield,Gloucester,15,42.539063,-71.033062,8,42.613438,-70.676187
Peabody-Newburyport,30.72375266,19.090854751609864,Peabody,Newburyport,25,42.544562,-70.974187,23,42.813187,-70.886188
North Andover-Marblehead,30.75044548,19.10744090093772,North Andover,Marblehead,24,42.700563,-71.116563,17,42.492438,-70.869187
Beverly-Haverhill,30.85476801,19.17226391554763,Beverly,Haverhill,3,42.564813,-70.881187,11,42.787188,-71.106938
Manchester-North Andover,31.54325369,19.60006908182719,Manchester,North Andover,6,42.582062,-70.766188,24,42.700563,-71.116563
Lawrence-Marblehead,31.59767026,19.63388197068381,Lawrence,Marblehead,13,42.691187,-71.145062,17,42.492438,-70.869187
Georgetown-Rockport,31.82363964,19.774292833237972,Georgetown,Rockport,7,42.724063,-70.986438,26,42.652187,-70.609562
Salem-Merrimac,31.86269355,19.79855980776882,Salem,Merrimac,28,42.506312,-70.911563,18,42.782938,-71.013188
Rockport-Swampscott,31.91803108,19.832944954636584,Rockport,Swampscott,26,42.652187,-70.609562,21,42.479062,-70.920438
Peabody-Rockport,32.15532556,19.980392908054615,Peabody,Rockport,25,42.544562,-70.974187,26,42.652187,-70.609562
Amesbury-Beverly,32.22047822,20.020876893930478,Amesbury,Beverly,1,42.851062,-70.942437,3,42.564813,-70.881187
Methuen-Saugus,32.64113444,20.282260549932783,Methuen,Saugus,19,42.733063,-71.171563,30,42.460813,-71.022437
Saugus-Salisbury,32.6822826,20.307828831078293,Saugus,Salisbury,30,42.460813,-71.022437,29,42.744187,-70.916438
Newburyport-Lynnfield,32.76079866,20.356616448714604,Newburyport,Lynnfield,23,42.813187,-70.886188,15,42.539063,-71.033062
Andover-Manchester,32.92738687,20.460129563002273,Andover,Manchester,2,42.657187,-71.155438,16,42.582062,-70.766188
Salem-Methuen,32.98967803,20.498835495217953,Salem,Methuen,28,42.506312,-70.911563,19,42.733063,-71.171563
Saugus-Gloucester,33.05797556,20.541273612708117,Saugus,Gloucester,30,42.460813,-71.022437,8,42.613438,-70.676187
Manchester-Amesbury,33.19674706,20.6275022248012,Manchester,Amesbury,6,42.582062,-70.766188,1,42.851062,-70.942437
Manchester-Lawrence,33.28336572,20.681324564641606,Manchester,Lawrence,16,42.582062,-70.766188,13,42.691187,-71.145062
Merrimac-Gloucester,33.37191312,20.736345367951014,Merrimac,Gloucester,18,42.782938,-71.013188,8,42.613438,-70.676187
Rockport-Lynn,33.60951706,20.8839856108975,Rockport,Lynn,26,42.652187,-70.609562,14,42.476687,-70.943687
Lynn-Methuen,34.0663933,21.167875343829028,Lynn,Methuen,14,42.476687,-70.943687,19,42.733063,-71.171563
Amesbury-Peabody,34.17986949,21.238386179045992,Amesbury,Peabody,1,42.851062,-70.942437,25,42.544562,-70.974187
Newburyport-Salem,34.18597167,21.242177897894187,Newburyport,Salem,23,42.813187,-70.886188,28,42.506312,-70.911563
Gloucester-Amesbury,34.22064444,21.263722558249682,Gloucester,Amesbury,8,42.613438,-70.676187,1,42.851062,-70.942437
Marblehead-Groveland,34.38284814,21.364511264341086,Marblehead,Groveland,17,42.492438,-70.869187,9,42.782938,-71.013188
Merrimac-Lynn,34.52498454,21.4528307283514,Merrimac,Lynn,18,42.782938,-71.013188,14,42.476687,-70.943687
Swampscott-Groveland,34.63095417,21.518677203448362,Swampscott,Groveland,21,42.479062,-70.920438,9,42.782938,-71.013188
Methuen-Swampscott,34.93008378,21.704547725178294,Methuen,Swampscott,19,42.733063,-71.171563,31,42.479062,-70.920438
Rockport-Amesbury,35.03921085,21.772356142525414,Rockport,Amesbury,26,42.652187,-70.609562,1,42.851062,-70.942437
Salem-Haverhill,35.0824625,21.799231471755373,Salem,Haverhill,28,42.506312,-70.911563,11,42.787188,-71.106938
Amesbury-Lynnfield,35.47446151,22.042808363077896,Amesbury,Lynnfield,1,42.851062,-70.942437,15,42.539063,-71.033062
Marblehead-Newburyport,35.69275115,22.178447256449367,Marblehead,Newburyport,17,42.492438,-70.869187,23,42.813187,-70.886188
Saugus-Groveland,35.82665917,22.26165384218731,Saugus,Groveland,30,42.460813,-71.022437,34,42.782938,-71.013188
Haverhill-Manchester,36.00014733,22.36945438661742,Haverhill,Manchester,11,42.787188,-71.106938,16,42.582062,-70.766188
Rockport-Groveland,36.03736124,22.392578038158675,Rockport,Groveland,26,42.652187,-70.609562,9,42.782938,-71.013188
Marblehead-Methuen,36.44426431,22.64541588297923,Marblehead,Methuen,17,42.492438,-70.869187,19,42.733063,-71.171563
Rockport-Lynnfield,36.877576,22.914663283435438,Rockport,Lynnfield,26,42.652187,-70.609562,15,42.539063,-71.033062
Haverhill-Saugus,36.94393155,22.955894710502044,Haverhill,Saugus,11,42.787188,-71.106938,30,42.460813,-71.022437
Haverhill-Lynn,37.01913185,23.0026220104014,Haverhill,Lynn,11,42.787188,-71.106938,14,42.476687,-70.943687
Manchester-Methuen,37.15911013,23.089600480819154,Manchester,Methuen,6,42.582062,-70.766188,19,42.733063,-71.171563
Swampscott-Newburyport,37.25846142,23.15133451011449,Swampscott,Newburyport,31,42.479062,-70.920438,23,42.813187,-70.886188
Gloucester-North Andover,37.29219262,23.172294105998617,Gloucester,North Andover,8,42.613438,-70.676187,24,42.700563,-71.116563
Swampscott-Haverhill,37.50547364,23.30482078720043,Swampscott,Haverhill,21,42.479062,-70.920438,11,42.787188,-71.106938
Newburyport-Lynn,37.7114836,23.432829441197484,Newburyport,Lynn,23,42.813187,-70.886188,14,42.476687,-70.943687
Haverhill-Marblehead,38.11016889,23.680560994280277,Haverhill,Marblehead,11,42.787188,-71.106938,17,42.492438,-70.869187
Amesbury-Salem,38.41744249,23.871491956767862,Amesbury,Salem,1,42.851062,-70.942437,28,42.506312,-70.911563
Gloucester-Lawrence,39.30774665,24.42470131212901,Gloucester,Lawrence,8,42.613438,-70.676187,13,42.691187,-71.145062
Andover-Gloucester,39.50518681,24.547384939302002,Andover,Gloucester,2,42.657187,-71.155438,8,42.613438,-70.676187
Rockport-Saugus,39.95558288,24.827248081289227,Rockport,Saugus,26,42.652187,-70.609562,30,42.460813,-71.022437
Gloucester-Haverhill,40.15370062,24.95035273715314,Gloucester,Haverhill,8,42.613438,-70.676187,11,42.787188,-71.106938
Marblehead-Amesbury,40.32433291,25.056378726242862,Marblehead,Amesbury,17,42.492438,-70.869187,1,42.851062,-70.942437
Saugus-Newburyport,40.73650971,25.312493514949253,Saugus,Newburyport,30,42.460813,-71.022437,23,42.813187,-70.886188
Amesbury-Swampscott,41.40360306,25.72700610367984,Amesbury,Swampscott,1,42.851062,-70.942437,31,42.479062,-70.920438
Lynn-Amesbury,41.62872613,25.86689109358219,Lynn,Amesbury,14,42.476687,-70.943687,1,42.851062,-70.942437
Rockport-North Andover,41.79480076,25.970085084054105,Rockport,North Andover,26,42.652187,-70.609562,24,42.700563,-71.116563
Gloucester-Methuen,42.62738086,26.487426371561423,Gloucester,Methuen,8,42.613438,-70.676187,19,42.733063,-71.171563
Rockport-Haverhill,43.31628238,26.915489928836628,Rockport,Haverhill,26,42.652187,-70.609562,11,42.787188,-71.106938
Saugus-Amesbury,43.88408563,27.268306509974998,Saugus,Amesbury,30,42.460813,-71.022437,1,42.851062,-70.942437
Lawrence-Rockport,43.99453081,27.336933962901362,Lawrence,Rockport,13,42.691187,-71.145062,26,42.652187,-70.609562
Andover-Rockport,44.64424277,27.740646256643792,Andover,Rockport,2,42.657187,-71.155438,26,42.652187,-70.609562
Rockport-Methuen,46.80348914,29.082339743073877,Rockport,Methuen,26,42.652187,-70.609562,19,42.733063,-71.171563
